"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","type"
"1417","GO:0016701",1,0.898102643159068,0,3,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen","MF","down"
"1418","GO:0016706",1,0.971658640138396,0,1,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors","MF","down"
"1419","GO:0016717",1,0.780150701645824,0,7,"oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water","MF","down"
"1420","GO:0016719",1,0.971639656775187,0,1,"carotene 7,8-desaturase activity","MF","down"
"1421","GO:0016730",1,0.935364798804504,0,1,"oxidoreductase activity, acting on iron-sulfur proteins as donors","MF","down"
"1422","GO:0016742",1,0.856441055821595,0,4,"hydroxymethyl-, formyl- and related transferase activity","MF","down"
"1423","GO:0016746",1,0.417065341342616,0,25,"transferase activity, transferring acyl groups","MF","down"
"1424","GO:0016756",1,0.971478327034509,0,1,"glutathione gamma-glutamylcysteinyltransferase activity","MF","down"
"1425","GO:0016757",1,0.31964837767776,0,37,"transferase activity, transferring glycosyl groups","MF","down"
"1426","GO:0016760",1,0.576516271282698,0,18,"cellulose synthase (UDP-forming) activity","MF","down"
"1427","GO:0016762",1,0.627790248442579,0,11,"xyloglucan:xyloglucosyl transferase activity","MF","down"
"1428","GO:0016763",1,0.877263630184685,0,4,"transferase activity, transferring pentosyl groups","MF","down"
"1429","GO:0016765",1,0.446230984451016,0,19,"transferase activity, transferring alkyl or aryl (other than methyl) groups","MF","down"
"1430","GO:0016772",1,0.649408588122452,0,14,"transferase activity, transferring phosphorus-containing groups","MF","down"
"1431","GO:0016776",1,0.768704668891361,0,6,"phosphotransferase activity, phosphate group as acceptor","MF","down"
"1432","GO:0016783",1,0.970641137560366,0,1,"sulfurtransferase activity","MF","down"
"1433","GO:0016791",1,0.216163381420314,0,38,"phosphatase activity","MF","down"
"1434","GO:0016798",1,0.809887559999859,0,7,"hydrolase activity, acting on glycosyl bonds","MF","down"
"1435","GO:0016799",1,0.931836747155825,0,2,"hydrolase activity, hydrolyzing N-glycosyl compounds","MF","down"
"1436","GO:0016810",1,0.663020364768559,0,12,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds","MF","down"
"1437","GO:0016811",1,0.763821564625127,0,6,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides","MF","down"
"1438","GO:0016813",1,0.873251042948907,0,4,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines","MF","down"
"1439","GO:0016820",1,0.715611257784587,0,7,"hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances","MF","down"
"1440","GO:0016831",1,0.743783183466368,0,10,"carboxy-lyase activity","MF","down"
"1441","GO:0016832",1,0.971658640083327,0,1,"aldehyde-lyase activity","MF","down"
"1442","GO:0016833",1,0.971639656775187,0,1,"oxo-acid-lyase activity","MF","down"
"1443","GO:0016836",1,0.877910592393377,0,3,"hydro-lyase activity","MF","down"
"1444","GO:0016841",1,0.81764391223332,0,7,"ammonia-lyase activity","MF","down"
"1445","GO:0016844",1,0.652029962761675,0,10,"strictosidine synthase activity","MF","down"
"1446","GO:0016851",1,0.914656080521453,0,3,"magnesium chelatase activity","MF","down"
"1447","GO:0016852",1,0.945411125600525,0,1,"sirohydrochlorin cobaltochelatase activity","MF","down"
"1448","GO:0016853",1,0.339462327229895,0,26,"isomerase activity","MF","down"
"1449","GO:0016857",1,0.65791558610684,0,12,"racemase and epimerase activity, acting on carbohydrates and derivatives","MF","down"
"1450","GO:0016866",1,0.740138321301041,0,9,"intramolecular transferase activity","MF","down"
"1451","GO:0016868",1,0.823204787991285,0,6,"intramolecular transferase activity, phosphotransferases","MF","down"
"1452","GO:0016872",1,0.793231475582469,0,5,"intramolecular lyase activity","MF","down"
"1453","GO:0016874",1,0.667017411660024,0,14,"ligase activity","MF","down"
"1454","GO:0016876",1,0.794427877200435,0,8,"ligase activity, forming aminoacyl-tRNA and related compounds","MF","down"
"1455","GO:0016879",1,0.930607082974282,0,2,"ligase activity, forming carbon-nitrogen bonds","MF","down"
"1456","GO:0016881",1,0.942140223259812,0,2,"acid-amino acid ligase activity","MF","down"
"1457","GO:0016884",1,0.97161716418184,0,1,"carbon-nitrogen ligase activity, with glutamine as amido-N-donor","MF","down"
"1458","GO:0016887",1,0.0376280064480092,0,92,"ATPase activity","MF","down"
"1459","GO:0016891",1,0.841532035318966,0,6,"endoribonuclease activity, producing 5'-phosphomonoesters","MF","down"
"1460","GO:0016901",1,0.944112118446051,0,2,"oxidoreductase activity, acting on the CH-OH group of donors, quinone or similar compound as acceptor","MF","down"
"1461","GO:0016920",1,0.897354805392786,0,2,"pyroglutamyl-peptidase activity","MF","down"
"1462","GO:0016972",1,0.971168440623408,0,1,"thiol oxidase activity","MF","down"
"1463","GO:0016973",1,0.971619569420082,0,1,"poly(A)+ mRNA export from nucleus","BP","down"
"1464","GO:0016984",1,0.860444153745057,0,2,"ribulose-bisphosphate carboxylase activity","MF","down"
"1465","GO:0016987",1,0.864901856205569,0,5,"sigma factor activity","MF","down"
"1466","GO:0016992",1,0.881712391480232,0,3,"lipoate synthase activity","MF","down"
"1467","GO:0016998",1,0.804799734611293,0,4,"cell wall macromolecule catabolic process","BP","down"
"1468","GO:0017003",1,0.914974512926895,0,2,"protein-heme linkage","BP","down"
"1469","GO:0017004",1,0.556168148630707,0,12,"cytochrome complex assembly","BP","down"
"1470","GO:0017006",1,0.866085286790932,0,5,"protein-tetrapyrrole linkage","BP","down"
"1471","GO:0017009",1,0.917739264001948,0,2,"protein-phycocyanobilin linkage","BP","down"
"1472","GO:0017025",1,0.827292009611552,0,5,"TBP-class protein binding","MF","down"
"1473","GO:0017038",1,0.944118027192717,0,2,"protein import","BP","down"
"1474","GO:0017053",1,0.909401941611724,0,3,"transcriptional repressor complex","CC","down"
"1475","GO:0017056",1,0.944116056881544,0,2,"structural constituent of nuclear pore","MF","down"
"1476","GO:0017057",1,0.773318497832397,0,6,"6-phosphogluconolactonase activity","MF","down"
"1477","GO:0017070",1,0.971658640217468,0,1,"U6 snRNA binding","MF","down"
"1478","GO:0017076",1,0.971655063322577,0,1,"purine nucleotide binding","MF","down"
"1479","GO:0017108",1,0.971658640091467,0,1,"5'-flap endonuclease activity","MF","down"
"1480","GO:0017119",1,0.866041969552867,0,5,"Golgi transport complex","CC","down"
"1481","GO:0017150",1,0.816820892994064,0,6,"tRNA dihydrouridine synthase activity","MF","down"
"1482","GO:0017176",1,0.877664702235011,0,3,"phosphatidylinositol N-acetylglucosaminyltransferase activity","MF","down"
"1483","GO:0017183",1,0.927577087437935,0,2,"peptidyl-diphthamide biosynthetic process from peptidyl-histidine","BP","down"
"1484","GO:0018024",1,0.538319175985532,0,20,"histone-lysine N-methyltransferase activity","MF","down"
"1485","GO:0018160",1,0.965135085622035,0,1,"peptidyl-pyrromethane cofactor linkage","BP","down"
"1486","GO:0018279",1,0.969095907913007,0,1,"protein N-linked glycosylation via asparagine","BP","down"
"1487","GO:0018298",1,0.866085286790932,0,5,"protein-chromophore linkage","BP","down"
"1488","GO:0018342",1,0.906758772510012,0,3,"protein prenylation","BP","down"
"1489","GO:0018343",1,0.969923603193398,0,1,"protein farnesylation","BP","down"
"1490","GO:0018344",1,0.890451853428449,0,3,"protein geranylgeranylation","BP","down"
"1491","GO:0018580",1,0.962868507032978,0,1,"nitronate monooxygenase activity","MF","down"
"1492","GO:0018738",1,0.956928722045947,0,1,"S-formylglutathione hydrolase activity","MF","down"
"1493","GO:0019001",1,0.837034255791702,0,6,"guanyl nucleotide binding","MF","down"
"1494","GO:0019008",1,0.920261654412211,0,2,"molybdopterin synthase complex","CC","down"
"1495","GO:0019031",1,0.970987915073004,0,1,"viral envelope","CC","down"
"1496","GO:0019104",1,0.937658807558681,0,2,"DNA N-glycosylase activity","MF","down"
"1497","GO:0019135",1,0.96249397292146,0,1,"deoxyhypusine monooxygenase activity","MF","down"
"1498","GO:0019139",1,0.847748018116378,0,3,"cytokinin dehydrogenase activity","MF","down"
"1499","GO:0019140",1,0.966003377495097,0,1,"inositol 3-kinase activity","MF","down"
"1500","GO:0019203",1,0.932340772916821,0,2,"carbohydrate phosphatase activity","MF","down"
"1501","GO:0019205",1,0.609507859585918,0,11,"nucleobase-containing compound kinase activity","MF","down"
"1502","GO:0019211",1,0.966207756322372,0,1,"phosphatase activator activity","MF","down"
"1503","GO:0019237",1,0.971655345023494,0,1,"centromeric DNA binding","MF","down"
"1504","GO:0019239",1,0.911266287538446,0,3,"deaminase activity","MF","down"
"1505","GO:0019243",1,0.962011175328807,0,1,"methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione","BP","down"
"1506","GO:0019277",1,0.971655051564654,0,1,"UDP-N-acetylgalactosamine biosynthetic process","BP","down"
"1507","GO:0019287",1,0.968575199523084,0,1,"isopentenyl diphosphate biosynthetic process, mevalonate pathway","BP","down"
"1508","GO:0019288",1,0.970046282418887,0,1,"isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway","BP","down"
"1509","GO:0019310",1,0.863385210784098,0,4,"inositol catabolic process","BP","down"
"1510","GO:0019318",1,0.83266231122866,0,5,"hexose metabolic process","BP","down"
"1511","GO:0019358",1,0.943946850725725,0,2,"nicotinate nucleotide salvage","BP","down"
"1512","GO:0019363",1,0.964182750548065,0,1,"pyridine nucleotide biosynthetic process","BP","down"
"1513","GO:0019419",1,0.912507799692665,0,3,"sulfate reduction","BP","down"
"1514","GO:0019427",1,0.944111865615367,0,2,"acetyl-CoA biosynthetic process from acetate","BP","down"
"1515","GO:0019430",1,0.902017515118742,0,3,"removal of superoxide radicals","BP","down"
"1516","GO:0019432",1,0.942133933484163,0,2,"triglyceride biosynthetic process","BP","down"
"1517","GO:0019441",1,0.825808791613662,0,3,"tryptophan catabolic process to kynurenine","BP","down"
"1518","GO:0019464",1,0.823326678417939,0,3,"glycine decarboxylation via glycine cleavage system","BP","down"
"1519","GO:0019478",1,0.936103965634709,0,1,"D-amino acid catabolic process","BP","down"
"1520","GO:0019499",1,0.929799822668401,0,2,"cyanide metabolic process","BP","down"
"1521","GO:0019509",1,0.840086378416488,0,4,"L-methionine biosynthetic process from methylthioadenosine","BP","down"
"1522","GO:0019510",1,0.91454043163871,0,3,"S-adenosylhomocysteine catabolic process","BP","down"
"1523","GO:0019538",1,0.538042634012665,0,18,"protein metabolic process","BP","down"
"1524","GO:0019632",1,0.971478327034509,0,1,"shikimate metabolic process","BP","down"
"1525","GO:0019646",1,0.799529958120325,0,3,"aerobic electron transport chain","BP","down"
"1526","GO:0019673",1,0.93103859208163,0,2,"GDP-mannose metabolic process","BP","down"
"1527","GO:0019674",1,0.87926749693075,0,4,"NAD metabolic process","BP","down"
"1528","GO:0019684",1,0.101572773756153,0,31,"photosynthesis, light reaction","BP","down"
"1529","GO:0019752",1,0.592326168608704,0,16,"carboxylic acid metabolic process","BP","down"
"1530","GO:0019773",1,0.610847176699008,0,10,"proteasome core complex, alpha-subunit complex","CC","down"
"1531","GO:0019774",1,0.945078497919315,0,1,"proteasome core complex, beta-subunit complex","CC","down"
"1532","GO:0019781",1,0.914546892959622,0,3,"NEDD8 activating enzyme activity","MF","down"
"1533","GO:0019789",1,0.839374909882692,0,5,"SUMO transferase activity","MF","down"
"1534","GO:0019808",1,0.971391493563703,0,1,"polyamine binding","MF","down"
"1535","GO:0019825",1,0.772484451312997,0,4,"oxygen binding","MF","down"
"1536","GO:0019829",1,0.841524697873889,0,6,"cation-transporting ATPase activity","MF","down"
"1537","GO:0019867",1,0.884674223465013,0,4,"outer membrane","CC","down"
"1538","GO:0019887",1,0.769281855337052,0,6,"protein kinase regulator activity","MF","down"
"1539","GO:0019888",1,0.626138511834329,0,14,"protein phosphatase regulator activity","MF","down"
"1540","GO:0019898",1,0.454402578393175,0,15,"extrinsic component of membrane","CC","down"
"1541","GO:0019901",1,0.702465269258166,0,8,"protein kinase binding","MF","down"
"1542","GO:0019904",1,0.592912613036847,0,11,"protein domain specific binding","MF","down"
"1543","GO:0019905",1,0.931415102146879,0,1,"syntaxin binding","MF","down"
"1544","GO:0019915",1,0.971567011410484,0,1,"lipid storage","BP","down"
"1545","GO:0019953",1,0.868727255118822,0,3,"sexual reproduction","BP","down"
"1546","GO:0019988",1,0.971291284322539,0,1,"charged-tRNA amino acid modification","BP","down"
"1547","GO:0022625",1,0.896741146704294,0,2,"cytosolic large ribosomal subunit","CC","down"
"1548","GO:0022891",1,0.406415862471961,0,28,"substrate-specific transmembrane transporter activity","MF","down"
"1549","GO:0022900",1,0.361267315172816,0,15,"electron transport chain","BP","down"
"1550","GO:0022904",1,0.589387833746316,0,8,"respiratory electron transport chain","BP","down"
"1551","GO:0030008",1,0.734898614098333,0,5,"TRAPP complex","CC","down"
"1552","GO:0030014",1,0.859594681417249,0,3,"CCR4-NOT complex","CC","down"
"1553","GO:0030036",1,0.899880767783847,0,3,"actin cytoskeleton organization","BP","down"
"1554","GO:0030041",1,0.909279547041484,0,2,"actin filament polymerization","BP","down"
"1555","GO:0030060",1,0.770745274718056,0,7,"L-malate dehydrogenase activity","MF","down"
"1556","GO:0030071",1,0.916149704734937,0,2,"regulation of mitotic metaphase/anaphase transition","BP","down"
"1557","GO:0030091",1,0.829179422460596,0,3,"protein repair","BP","down"
"1558","GO:0030117",1,0.522122040983093,0,20,"membrane coat","CC","down"
"1559","GO:0030123",1,0.91204786753427,0,2,"AP-3 adaptor complex","CC","down"
"1560","GO:0030126",1,0.813396404112144,0,7,"COPI vesicle coat","CC","down"
"1561","GO:0030127",1,0.771948542162994,0,9,"COPII vesicle coat","CC","down"
"1562","GO:0030130",1,0.804532725153251,0,6,"clathrin coat of trans-Golgi network vesicle","CC","down"
"1563","GO:0030131",1,0.625919622319179,0,14,"clathrin adaptor complex","CC","down"
"1564","GO:0030132",1,0.804532725153251,0,6,"clathrin coat of coated pit","CC","down"
"1565","GO:0030136",1,0.837630172406041,0,6,"clathrin-coated vesicle","CC","down"
"1566","GO:0030148",1,0.962302817092211,0,1,"sphingolipid biosynthetic process","BP","down"
"1567","GO:0030150",1,0.665690565011437,0,6,"protein import into mitochondrial matrix","BP","down"
"1568","GO:0030151",1,0.902058937062299,0,3,"molybdenum ion binding","MF","down"
"1569","GO:0030154",1,0.971633617399369,0,1,"cell differentiation","BP","down"
"1570","GO:0030163",1,0.663064811641593,0,12,"protein catabolic process","BP","down"
"1571","GO:0030170",1,0.0926476261024364,0,71,"pyridoxal phosphate binding","MF","down"
"1572","GO:0030173",1,0.971655173621605,0,1,"integral component of Golgi membrane","CC","down"
"1573","GO:0030176",1,0.943391597625413,0,1,"integral component of endoplasmic reticulum membrane","CC","down"
"1574","GO:0030234",1,0.795727462054343,0,6,"enzyme regulator activity","MF","down"
"1575","GO:0030242",1,0.971658640163754,0,1,"pexophagy","BP","down"
"1576","GO:0030244",1,0.46670617020846,0,24,"cellulose biosynthetic process","BP","down"
"1577","GO:0030245",1,0.971020664280362,0,1,"cellulose catabolic process","BP","down"
"1578","GO:0030246",1,0.134792976672301,0,62,"carbohydrate binding","MF","down"
"1579","GO:0030259",1,0.864060234793036,0,5,"lipid glycosylation","BP","down"
"1580","GO:0030261",1,0.944115423509046,0,2,"chromosome condensation","BP","down"
"1581","GO:0030276",1,0.790547922850764,0,8,"clathrin binding","MF","down"
"1582","GO:0030286",1,0.585424411129388,0,8,"dynein complex","CC","down"
"1583","GO:0030289",1,0.94590700961272,0,1,"protein phosphatase 4 complex","CC","down"
"1584","GO:0030328",1,0.970807190507311,0,1,"prenylcysteine catabolic process","BP","down"
"1585","GO:0030337",1,0.954273266561829,0,1,"DNA polymerase processivity factor activity","MF","down"
"1586","GO:0030366",1,0.951400488888919,0,1,"molybdopterin synthase activity","MF","down"
"1587","GO:0030433",1,0.964827162430999,0,1,"ER-associated ubiquitin-dependent protein catabolic process","BP","down"
"1588","GO:0030515",1,0.971655027398101,0,1,"snoRNA binding","MF","down"
"1589","GO:0030532",1,0.927754068838831,0,1,"small nuclear ribonucleoprotein complex","CC","down"
"1590","GO:0030570",1,0.939628626890402,0,2,"pectate lyase activity","MF","down"
"1591","GO:0030599",1,0.592878998062958,0,17,"pectinesterase activity","MF","down"
"1592","GO:0030604",1,0.970429938487882,0,1,"1-deoxy-D-xylulose-5-phosphate reductoisomerase activity","MF","down"
"1593","GO:0030619",1,0.970503303430756,0,1,"U1 snRNA binding","MF","down"
"1594","GO:0030623",1,0.971658640217468,0,1,"U5 snRNA binding","MF","down"
